DEPRECATION_ID,DEPRECATION_DATE,CHANGE_ID,OBJECT_TABLE_NAME,OBJECT_CODE,REPLACED_BY,DEPRECATION_REASON
711,1/7/2004,2003.39,Coordinate Reference System,62296405,4229,EPSG no longer supports this system.
713,1/7/2004,2003.39,Coordinate Reference System,62306405,4230,EPSG no longer supports this system.
715,1/7/2004,2003.39,Coordinate Reference System,62316405,4231,EPSG no longer supports this system.
716,1/7/2004,2003.39,Coordinate Reference System,62326405,4232,EPSG no longer supports this system.
717,1/7/2004,2003.39,Coordinate Reference System,62336405,4233,EPSG no longer supports this system.
718,1/7/2004,2003.39,Coordinate Reference System,62366405,4236,EPSG no longer supports this system.
719,1/7/2004,2003.39,Coordinate Reference System,62376405,4237,EPSG no longer supports this system.
720,1/7/2004,2003.39,Coordinate Reference System,62386405,4238,EPSG no longer supports this system.
721,1/7/2004,2003.39,Coordinate Reference System,62396405,4239,EPSG no longer supports this system.
722,1/7/2004,2003.39,Coordinate Reference System,62406405,4240,EPSG no longer supports this system.
723,1/7/2004,2003.39,Coordinate Reference System,62416405,4241,EPSG no longer supports this system.
724,1/7/2004,2003.39,Coordinate Reference System,62426405,4242,EPSG no longer supports this system.
725,1/7/2004,2003.39,Coordinate Reference System,62436405,4243,EPSG no longer supports this system.
726,1/7/2004,2003.39,Coordinate Reference System,62446405,4244,EPSG no longer supports this system.
727,1/7/2004,2003.39,Coordinate Reference System,62456405,4245,EPSG no longer supports this system.
728,1/7/2004,2003.39,Coordinate Reference System,62466405,4246,EPSG no longer supports this system.
729,1/7/2004,2003.39,Coordinate Reference System,62476405,4247,EPSG no longer supports this system.
730,1/7/2004,2003.39,Coordinate Reference System,62486405,4248,EPSG no longer supports this system.
731,1/7/2004,2003.39,Coordinate Reference System,62496405,4249,EPSG no longer supports this system.
732,1/7/2004,2003.39,Coordinate Reference System,62506405,4250,EPSG no longer supports this system.
733,1/7/2004,2003.39,Coordinate Reference System,62516405,4251,EPSG no longer supports this system.
734,1/7/2004,2003.39,Coordinate Reference System,62526405,4252,EPSG no longer supports this system.
735,1/7/2004,2003.39,Coordinate Reference System,62536405,4253,EPSG no longer supports this system.
736,1/7/2004,2003.39,Coordinate Reference System,62546405,4254,EPSG no longer supports this system.
737,1/7/2004,2003.39,Coordinate Reference System,62556405,4255,EPSG no longer supports this system.
738,1/7/2004,2003.39,Coordinate Reference System,62566405,4256,EPSG no longer supports this system.
739,1/7/2004,2003.39,Coordinate Reference System,62576405,4257,EPSG no longer supports this system.
740,1/7/2004,2003.39,Coordinate Reference System,62586405,4258,EPSG no longer supports this system.
741,1/7/2004,2003.39,Coordinate Reference System,62586413,4258,EPSG no longer supports this system.
742,1/7/2004,2003.39,Coordinate Reference System,62596405,4259,EPSG no longer supports this system.
743,1/7/2004,2003.39,Coordinate Reference System,62616405,4261,EPSG no longer supports this system.
744,1/7/2004,2003.39,Coordinate Reference System,62626405,4262,EPSG no longer supports this system.
745,1/7/2004,2003.39,Coordinate Reference System,62636405,4263,EPSG no longer supports this system.
746,1/7/2004,2003.39,Coordinate Reference System,62646405,4264,EPSG no longer supports this system.
747,1/7/2004,2003.39,Coordinate Reference System,62656405,4265,EPSG no longer supports this system.
748,1/7/2004,2003.39,Coordinate Reference System,62666405,4266,EPSG no longer supports this system.
749,1/7/2004,2003.39,Coordinate Reference System,62676405,4267,EPSG no longer supports this system.
750,1/7/2004,2003.39,Coordinate Reference System,62686405,4268,EPSG no longer supports this system.
751,1/7/2004,2003.39,Coordinate Reference System,62696405,4269,EPSG no longer supports this system.
752,1/7/2004,2003.39,Coordinate Reference System,62706405,4270,EPSG no longer supports this system.
753,1/7/2004,2003.39,Coordinate Reference System,62716405,4271,EPSG no longer supports this system.
754,1/7/2004,2003.39,Coordinate Reference System,62726405,4272,EPSG no longer supports this system.
755,1/7/2004,2003.39,Coordinate Reference System,62736405,4273,EPSG no longer supports this system.
756,1/7/2004,2003.39,Coordinate Reference System,62746405,4274,EPSG no longer supports this system.
757,1/7/2004,2003.39,Coordinate Reference System,62756405,4275,EPSG no longer supports this system.
758,1/7/2004,2003.39,Coordinate Reference System,62766405,4276,EPSG no longer supports this system.
759,1/7/2004,2003.39,Coordinate Reference System,62776405,4277,EPSG no longer supports this system.
760,1/7/2004,2003.39,Coordinate Reference System,62786405,4278,EPSG no longer supports this system.
761,1/7/2004,2003.39,Coordinate Reference System,62796405,4279,EPSG no longer supports this system.
762,1/7/2004,2003.39,Coordinate Reference System,62806405,4280,EPSG no longer supports this system.
764,1/7/2004,2003.39,Coordinate Reference System,62816405,4281,EPSG no longer supports this system.
765,1/7/2004,2003.39,Coordinate Reference System,62826405,4282,EPSG no longer supports this system.
766,1/7/2004,2003.39,Coordinate Reference System,62836405,4283,EPSG no longer supports this system.
767,1/7/2004,2003.39,Coordinate Reference System,62846405,4284,EPSG no longer supports this system.
768,1/7/2004,2003.39,Coordinate Reference System,62836413,4283,EPSG no longer supports this system.
769,1/7/2004,2003.39,Coordinate Reference System,62856405,4285,EPSG no longer supports this system.
770,1/7/2004,2003.39,Coordinate Reference System,62866405,4286,EPSG no longer supports this system.
771,1/7/2004,2003.39,Coordinate Reference System,62886405,4288,EPSG no longer supports this system.
772,1/7/2004,2003.39,Coordinate Reference System,62896405,4289,EPSG no longer supports this system.
773,1/7/2004,2003.39,Coordinate Reference System,62926405,4292,EPSG no longer supports this system.
774,1/7/2004,2003.39,Coordinate Reference System,62936405,4293,EPSG no longer supports this system.
775,1/7/2004,2003.39,Coordinate Reference System,62956405,4295,EPSG no longer supports this system.
776,1/7/2004,2003.39,Coordinate Reference System,62976405,4297,EPSG no longer supports this system.
777,1/7/2004,2003.39,Coordinate Reference System,62986405,4298,EPSG no longer supports this system.
778,1/7/2004,2003.39,Coordinate Reference System,62996405,4299,EPSG no longer supports this system.
779,1/7/2004,2003.39,Coordinate Reference System,63006405,4300,EPSG no longer supports this system.
780,1/7/2004,2003.39,Coordinate Reference System,63016405,4301,EPSG no longer supports this system.
781,1/7/2004,2003.39,Coordinate Reference System,63026405,4302,EPSG no longer supports this system.
782,1/7/2004,2003.39,Coordinate Reference System,63036405,4303,EPSG no longer supports this system.
783,1/7/2004,2003.39,Coordinate Reference System,63046405,4304,EPSG no longer supports this system.
784,1/7/2004,2003.39,Coordinate Reference System,63066405,4306,EPSG no longer supports this system.
785,1/7/2004,2003.39,Coordinate Reference System,63076405,4307,EPSG no longer supports this system.
786,1/7/2004,2003.39,Coordinate Reference System,63086405,4308,EPSG no longer supports this system.
787,1/7/2004,2003.39,Coordinate Reference System,63096405,4309,EPSG no longer supports this system.
788,1/7/2004,2003.39,Coordinate Reference System,63106405,4310,EPSG no longer supports this system.
789,1/7/2004,2003.39,Coordinate Reference System,63116405,4311,EPSG no longer supports this system.
790,1/7/2004,2003.39,Coordinate Reference System,63126405,4312,EPSG no longer supports this system.
791,1/7/2004,2003.39,Coordinate Reference System,63136405,4313,EPSG no longer supports this system.
792,1/7/2004,2003.39,Coordinate Reference System,63146405,4314,EPSG no longer supports this system.
793,1/7/2004,2003.39,Coordinate Reference System,63156405,4315,EPSG no longer supports this system.
794,1/7/2004,2003.39,Coordinate Reference System,63166405,4316,EPSG no longer supports this system.
795,1/7/2004,2003.39,Coordinate Reference System,63176405,4317,EPSG no longer supports this system.
796,1/7/2004,2003.39,Coordinate Reference System,63186405,4318,EPSG no longer supports this system.
797,1/7/2004,2003.39,Coordinate Reference System,63196405,4319,EPSG no longer supports this system.
798,1/7/2004,2003.39,Coordinate Reference System,63226405,4322,EPSG no longer supports this system.
799,1/7/2004,2003.39,Coordinate Reference System,63246405,4324,EPSG no longer supports this system.
800,1/7/2004,2003.39,Coordinate Reference System,63266405,4326,EPSG no longer supports this system.
801,1/7/2004,2003.39,Coordinate Reference System,63266406,4326,EPSG no longer supports this system.
802,1/7/2004,2003.39,Coordinate Reference System,63266407,4326,EPSG no longer supports this system.
803,1/7/2004,2003.39,Coordinate Reference System,63266408,4326,EPSG no longer supports this system.
804,1/7/2004,2003.39,Coordinate Reference System,63266409,4326,EPSG no longer supports this system.
805,1/7/2004,2003.39,Coordinate Reference System,63266410,4326,EPSG no longer supports this system.
806,1/7/2004,2003.39,Coordinate Reference System,63266411,4326,EPSG no longer supports this system.
807,1/7/2004,2003.39,Coordinate Reference System,63266412,4326,EPSG no longer supports this system.
808,1/7/2004,2003.39,Coordinate Reference System,63266413,4326,EPSG no longer supports this system.
809,1/7/2004,2003.39,Coordinate Reference System,63266414,4326,EPSG no longer supports this system.
810,1/7/2004,2003.39,Coordinate Reference System,63266415,4326,EPSG no longer supports this system.
811,1/7/2004,2003.39,Coordinate Reference System,63266416,4326,EPSG no longer supports this system.
812,1/7/2004,2003.39,Coordinate Reference System,63266417,4326,EPSG no longer supports this system.
813,1/7/2004,2003.39,Coordinate Reference System,63266418,4326,EPSG no longer supports this system.
814,1/7/2004,2003.39,Coordinate Reference System,63266419,4326,EPSG no longer supports this system.
815,1/7/2004,2003.39,Coordinate Reference System,63266420,4326,EPSG no longer supports this system.
816,1/7/2004,2003.39,Coordinate Reference System,66006405,4600,EPSG no longer supports this system.
817,1/7/2004,2003.39,Coordinate Reference System,66016405,4601,EPSG no longer supports this system.
818,1/7/2004,2003.39,Coordinate Reference System,66026405,4602,EPSG no longer supports this system.
819,1/7/2004,2003.39,Coordinate Reference System,66036405,4603,EPSG no longer supports this system.
820,1/7/2004,2003.39,Coordinate Reference System,66046405,4604,EPSG no longer supports this system.
821,1/7/2004,2003.39,Coordinate Reference System,66056405,4605,EPSG no longer supports this system.
822,1/7/2004,2003.39,Coordinate Reference System,66066405,4606,EPSG no longer supports this system.
823,1/7/2004,2003.39,Coordinate Reference System,66076405,4607,EPSG no longer supports this system.
824,1/7/2004,2003.39,Coordinate Reference System,66086405,4608,EPSG no longer supports this system.
825,1/7/2004,2003.39,Coordinate Reference System,66096405,4609,EPSG no longer supports this system.
826,1/7/2004,2003.39,Coordinate Reference System,66106405,4610,EPSG no longer supports this system.
827,1/7/2004,2003.39,Coordinate Reference System,66116405,4611,EPSG no longer supports this system.
828,1/7/2004,2003.39,Coordinate Reference System,66126405,4612,EPSG no longer supports this system.
829,1/7/2004,2003.39,Coordinate Reference System,66126413,4612,EPSG no longer supports this system.
830,1/7/2004,2003.39,Coordinate Reference System,66136405,4613,EPSG no longer supports this system.
831,1/7/2004,2003.39,Coordinate Reference System,66146405,4614,EPSG no longer supports this system.
832,1/7/2004,2003.39,Coordinate Reference System,66156405,4615,EPSG no longer supports this system.
833,1/7/2004,2003.39,Coordinate Reference System,66166405,4616,EPSG no longer supports this system.
834,1/7/2004,2003.39,Coordinate Reference System,66186405,4618,EPSG no longer supports this system.
835,1/7/2004,2003.39,Coordinate Reference System,66196405,4619,EPSG no longer supports this system.
836,1/7/2004,2003.39,Coordinate Reference System,66196413,4619,EPSG no longer supports this system.
837,1/7/2004,2003.39,Coordinate Reference System,66206405,4620,EPSG no longer supports this system.
838,1/7/2004,2003.39,Coordinate Reference System,66216405,4621,EPSG no longer supports this system.
839,1/7/2004,2003.39,Coordinate Reference System,66226405,4622,EPSG no longer supports this system.
840,1/7/2004,2003.39,Coordinate Reference System,66236405,4623,EPSG no longer supports this system.
841,1/7/2004,2003.39,Coordinate Reference System,66246405,4624,EPSG no longer supports this system.
842,1/7/2004,2003.39,Coordinate Reference System,66246413,4624,EPSG no longer supports this system.
843,1/7/2004,2003.39,Coordinate Reference System,66256405,4625,EPSG no longer supports this system.
844,1/7/2004,2003.39,Coordinate Reference System,66266405,4626,EPSG no longer supports this system.
845,1/7/2004,2003.39,Coordinate Reference System,66276405,4627,EPSG no longer supports this system.
846,1/7/2004,2003.39,Coordinate Reference System,66276413,4627,EPSG no longer supports this system.
847,1/7/2004,2003.39,Coordinate Reference System,66286405,4628,EPSG no longer supports this system.
848,1/7/2004,2003.39,Coordinate Reference System,66296405,4629,EPSG no longer supports this system.
849,1/7/2004,2003.39,Coordinate Reference System,66306405,4630,EPSG no longer supports this system.
850,1/7/2004,2003.39,Coordinate Reference System,66316405,4631,EPSG no longer supports this system.
851,1/7/2004,2003.39,Coordinate Reference System,66326405,4632,EPSG no longer supports this system.
852,1/7/2004,2003.39,Coordinate Reference System,66336405,4633,EPSG no longer supports this system.
853,1/7/2004,2003.39,Coordinate Reference System,66346405,4634,EPSG no longer supports this system.
854,1/7/2004,2003.39,Coordinate Reference System,66356405,4635,EPSG no longer supports this system.
855,1/7/2004,2003.39,Coordinate Reference System,66366405,4636,EPSG no longer supports this system.
856,1/7/2004,2003.39,Coordinate Reference System,66376405,4637,EPSG no longer supports this system.
857,1/7/2004,2003.39,Coordinate Reference System,66386405,4638,EPSG no longer supports this system.
858,1/7/2004,2003.39,Coordinate Reference System,66396405,4639,EPSG no longer supports this system.
859,1/7/2004,2003.39,Coordinate Reference System,66406405,4640,EPSG no longer supports this system.
860,1/7/2004,2003.39,Coordinate Reference System,66406413,4640,EPSG no longer supports this system.
861,1/7/2004,2003.39,Coordinate Reference System,66416405,4641,EPSG no longer supports this system.
862,1/7/2004,2003.39,Coordinate Reference System,66426405,4642,EPSG no longer supports this system.
863,1/7/2004,2003.39,Coordinate Reference System,66436405,4643,EPSG no longer supports this system.
864,1/7/2004,2003.39,Coordinate Reference System,66446405,4644,EPSG no longer supports this system.
865,1/7/2004,2003.39,Coordinate Reference System,66456405,4645,EPSG no longer supports this system.
866,1/7/2004,2003.39,Coordinate Reference System,66456413,4645,EPSG no longer supports this system.
867,1/7/2004,2003.39,Coordinate Reference System,66466405,4646,EPSG no longer supports this system.
868,1/7/2004,2003.39,Coordinate Reference System,66576405,4657,EPSG no longer supports this system.
869,1/7/2004,2003.39,Coordinate Reference System,66586405,4658,EPSG no longer supports this system.
870,1/7/2004,2003.39,Coordinate Reference System,66596405,4659,EPSG no longer supports this system.
871,1/7/2004,2003.39,Coordinate Reference System,66596413,4659,EPSG no longer supports this system.
872,1/7/2004,2003.39,Coordinate Reference System,66606405,4660,EPSG no longer supports this system.
873,1/7/2004,2003.39,Coordinate Reference System,66616405,4661,EPSG no longer supports this system.
874,1/7/2004,2003.39,Coordinate Reference System,66616413,4661,EPSG no longer supports this system.
875,1/7/2004,2003.39,Coordinate Reference System,66636405,4663,EPSG no longer supports this system.
876,1/7/2004,2003.39,Coordinate Reference System,66646405,4664,EPSG no longer supports this system.
877,1/7/2004,2003.39,Coordinate Reference System,66656405,4665,EPSG no longer supports this system.
878,1/7/2004,2003.39,Coordinate Reference System,66666405,4666,EPSG no longer supports this system.
879,1/7/2004,2003.39,Coordinate Reference System,66676405,4667,EPSG no longer supports this system.
881,1/7/2004,2003.39,Coordinate Reference System,68016405,4801,EPSG no longer supports this system.
882,1/7/2004,2003.39,Coordinate Reference System,68026405,4802,EPSG no longer supports this system.
883,1/7/2004,2003.39,Coordinate Reference System,68036405,4803,EPSG no longer supports this system.
884,1/7/2004,2003.39,Coordinate Reference System,68046405,4804,EPSG no longer supports this system.
885,1/7/2004,2003.39,Coordinate Reference System,68056405,4805,EPSG no longer supports this system.
886,1/7/2004,2003.39,Coordinate Reference System,68066405,4806,EPSG no longer supports this system.
887,1/7/2004,2003.39,Coordinate Reference System,68086405,4808,EPSG no longer supports this system.
888,1/7/2004,2003.39,Coordinate Reference System,68096405,4809,EPSG no longer supports this system.
889,1/7/2004,2003.39,Coordinate Reference System,68136405,4813,EPSG no longer supports this system.
890,1/7/2004,2003.39,Coordinate Reference System,68146405,4814,EPSG no longer supports this system.
891,1/7/2004,2003.39,Coordinate Reference System,68156405,4815,EPSG no longer supports this system.
892,1/7/2004,2003.39,Coordinate Reference System,68186405,4818,EPSG no longer supports this system.
893,1/7/2004,2003.39,Coordinate Reference System,68206405,4820,EPSG no longer supports this system.
894,1/7/2004,2003.39,Coordinate Reference System,69036405,4903,EPSG no longer supports this system.
895,1/7/2004,2004.02,Coordinate_Operation,1961,1999,Error in rZ parameter value.
896,1/6/2004,2003.39,Coordinate_Operation,101,,No longer supported by EPSG.
897,1/6/2004,2003.39,Coordinate_Operation,102,,No longer supported by EPSG.
898,1/6/2004,2003.39,Coordinate_Operation,103,,No longer supported by EPSG.
899,1/6/2004,2003.39,Coordinate_Operation,104,,No longer supported by EPSG.
900,1/6/2004,2003.38,Coordinate_Operation,105,,No longer supported by EPSG.
901,1/6/2004,2003.39,Coordinate_Operation,106,,No longer supported by EPSG.
902,1/6/2004,2003.39,Coordinate_Operation,107,,No longer supported by EPSG.
903,1/6/2004,2003.39,Coordinate_Operation,108,,No longer supported by EPSG.
904,1/8/2004,2003.365,Coordinate Reference System,4819,4307,System used in degrees with respect to Greenwich (code 4307).
906,1/8/2004,2003.365,Datum,6819,6307,System used in degrees with respect to Greenwich (code 6307).
907,1/8/2004,2004.03,Coordinate_Operation,1770,1095,Error in transformation variant and name.
908,1/8/2004,2004.03,Coordinate_Operation,1772,1096,Error in transformation variant and name.
909,1/6/2004,2003.39,Coordinate_Operation Method,9637,,No longer supported by EPSG.
910,1/6/2004,2003.39,Coordinate_Operation Method,9638,,No longer supported by EPSG.
911,1/6/2004,2003.39,Coordinate_Operation Method,9639,,No longer supported by EPSG.
912,1/6/2004,2003.39,Coordinate_Operation Method,9640,,No longer supported by EPSG.
913,1/6/2004,2003.39,Coordinate_Operation Method,9641,,No longer supported by EPSG.
914,1/6/2004,2003.39,Coordinate_Operation Method,9642,,No longer supported by EPSG.
915,1/6/2004,2003.39,Coordinate_Operation Method,9643,,No longer supported by EPSG.
916,1/6/2004,2003.39,Coordinate_Operation Method,9644,,No longer supported by EPSG.
917,1/6/2004,2003.39,Coordinate System,6401,,No longer supported by EPSG.
918,1/6/2004,2003.39,Coordinate System,6402,,No longer supported by EPSG.
919,1/6/2004,2003.39,Coordinate System,6406,,No longer supported by EPSG.
920,1/6/2004,2003.39,Coordinate System,6405,,No longer supported by EPSG.
921,1/6/2004,2003.39,Coordinate System,6407,,No longer supported by EPSG.
922,1/6/2004,2003.39,Coordinate System,6408,,No longer supported by EPSG.
923,1/6/2004,2003.39,Coordinate System,6409,,No longer supported by EPSG.
924,1/6/2004,2003.39,Coordinate System,6410,,No longer supported by EPSG.
925,1/6/2004,2003.39,Coordinate System,6411,,No longer supported by EPSG.
926,1/6/2004,2003.39,Coordinate System,6412,,No longer supported by EPSG.
927,1/6/2004,2003.39,Coordinate System,6413,,No longer supported by EPSG.
928,1/6/2004,2003.39,Coordinate System,6414,,No longer supported by EPSG.
929,1/6/2004,2003.39,Coordinate System,6415,,No longer supported by EPSG.
930,1/6/2004,2003.39,Coordinate System,6416,,No longer supported by EPSG.
931,1/6/2004,2003.39,Coordinate System,6417,,No longer supported by EPSG.
932,1/6/2004,2003.39,Coordinate System,6418,,No longer supported by EPSG.
933,1/6/2004,2003.39,Coordinate System,6419,,No longer supported by EPSG.
934,1/6/2004,2003.39,Coordinate System,6420,,No longer supported by EPSG.
939,4/27/2004,2003.33,Ellipsoid,7047,7052,Incorrect name/axis dimension combination
940,7/19/2004,2004.44,Coordinate_Operation,19928,19997,Error in scale factor parameter value.
941,7/19/2004,2004.44,Coordinate Reference System,31900,31901,Error in constituent projection scale factor parameter value.
942,9/22/2004,2004.45,Coordinate_Operation,15301,15376,"At origin 14deg 16min,  y=0 and radius to latitude of origin = -82000000 feet are mutually incompatible. NGS confirm that projection radius minus a constant = 82,000,000 ftUS, i.e. FN is not zero."
943,9/22/2004,2004.45,Coordinate Reference System,2194,3102,Dependent upon deprecated coordinate operation 15300.
944,12/28/2004,2004.75,Area,2424,1337,"(i) Incorrect to include AK, PA, NC, and SC states. (ii) Duplicates record 1337."
945,1/26/2005,2005.04,Coordinate_Operation,10094,15709,Incorrect source CRS.
958,4/14/2005,2005.102,Datum,6233,6684,Error in information source records after code GAN for a system in Democratic Republic of Congo called Gandajika incorrectly associated with the Gan system of Maldives.
959,4/14/2005,2005.102,Coordinate Reference System,4233,4684,Error in information source records after code GAN for a system in Democratic Republic of Congo called Gandajika incorrectly associated with the Gan system of Maldives.
961,4/14/2005,2005.102,Coordinate_Operation,1894,15713,Incorrect name for source CRS and tfm.
962,4/14/2005,2005.102,Datum,6233,6685,Error in information source records after code GAN for a system in Democratic Republic of Congo called Gandajika incorrectly associated with the Gan system of Maldives.
963,4/14/2005,2005.102,Coordinate Reference System,4233,4685,Error in information source records after code GAN for a system in Democratic Republic of Congo called Gandajika incorrectly associated with the Gan system of Maldives.
964,4/14/2005,2005.02,Coordinate_Operation,1585,15741,Error in dX parameter value and source information.
965,5/27/2005,2005.18,Coordinate_Operation,5423,5433,Incorrect source CRS
966,5/30/2005,2005.25,Coordinate_Operation,1043,15753,Error in value of coefficient Bu3v0.
967,5/30/2005,2005.25,Coordinate_Operation,8570,8654,Error in parameter value in component tfm code 1043 which has been deprecated.
968,5/30/2005,2005.25,Coordinate_Operation,8046,8653,Error in parameter value in component tfm code 1043 which has been deprecated.
969,2/3/2005,2005.06,Coordinate Reference System,21891,21896,Erroneous coordinate system axis direction.
970,2/3/2005,2005.06,Coordinate Reference System,21892,21897,Erroneous coordinate system axis direction.
971,2/3/2005,2005.06,Coordinate Reference System,21893,21898,Erroneous coordinate system axis direction.
972,2/3/2005,2005.06,Coordinate Reference System,21894,21899,Erroneous coordinate system axis direction.
973,5/27/2005,2005.05,Coordinate_Operation,1549,15754,Changed transformation version to accord to area of applicability.
974,6/17/2005,2005.31,Coordinate Reference System,2214,3119,Typographic error in CRS name.
975,8/30/2005,2005.45,Coordinate_Operation,1077,1096,Duplicate and incomplete record.
976,8/30/2005,2005.45,Coordinate_Operation,1076,1095,Duplicate and incomplete record.
977,7/1/2005,2005.144,Area,1806,,(not used)
978,7/1/2005,2005.144,Area,1807,,(not used)
979,7/1/2005,2005.144,Area,1808,,(not used)
980,7/1/2005,2005.144,Area,1809,,(not used)
981,7/1/2005,2005.144,Area,1810,,(not used)
982,7/1/2005,2005.144,Area,1811,,(not used)
983,7/1/2005,2005.144,Area,1812,,(not used)
984,7/1/2005,2005.144,Area,1813,,(not used)
985,7/5/2005,2005.34,Coordinate_Operation,10407,10408,Error in value of false northing.
986,7/5/2005,2005.34,Coordinate Reference System,26747,26799,Error in dependent projection record.
987,7/5/2005,2005.36,Area,1361,,Dependent records deprecated.
988,7/5/2005,2005.36,Area,1847,,Dependent records deprecated.
989,7/5/2005,2005.36,Area,1846,,Dependent records deprecated.
990,7/7/2005,2005.14,Area,1353,1326,Duplicate area.
991,7/1/2005,2005.15,Coordinate Reference System,23886,,Outwith area of applicability of ID74.
992,7/1/2005,2005.15,Coordinate Reference System,23853,,Outwith area of applicability of ID74.
993,7/1/2005,2005.15,Area,1648,,Dependent CRS record was deprecated.
994,7/1/2005,2005.15,Area,1661,,Dependent CRS record was deprecated.
995,7/1/2005,2005.062,Coordinate Reference System,21817,,System not used.
996,7/1/2005,2005.062,Area,1602,,CRS depending upon this area record was deprecated.
997,8/26/2005,2004.67,Coordinate_Operation Method,9622,9666,GN7-2 re-written to include UKOOA P6 transformation of which this is a subset. Deprecated to reduce confusion which multiplicity of methods might create.
998,8/26/2005,2004.67,Coordinate_Operation Method,9622,9623,GN7-2 re-written to include UKOOA P6 transformation of which this is a subset. Deprecated to reduce confusion which multiplicity of methods might create.
999,9/2/2005,2005.42,Coordinate_Operation,15700,15779,Error in parameter value dX.
1000,9/9/2005,2004.67,Coordinate Reference System,5804,5818,"Datum deprecated, coordinate system corrected."
1001,9/9/2005,2004.67,Coordinate Reference System,5805,5818,Datum deprecated.
1002,9/9/2005,2004.67,Datum,9312,9315,Origin description incomplete.
1003,9/12/2005,2005.48,Datum,6172,6694,Original name POSGAR is ambiguous given 1994 and 1998 adjustments.
1004,9/12/2005,2005.48,Coordinate Reference System,4172,4694,Original name POSGAR is ambiguous given 1994 and 1998 adjustments.
1005,9/30/2005,2005.15,Coordinate Reference System,4685,4696,This is a baseline used in several systems but none of these systems have been named after the baseline.
1006,9/30/2005,2005.15,Datum,6685,6696,This is a baseline used in several datum adjustments but none of these adjustments have been named after the baseline.
1008,9/30/2005,2005.15,Coordinate_Operation,1119,,Arc 1950 CRS does not extend into DR Congo. OGP believes that the source CRS has been misidentified. It may be IGC 1962 6th Parallel South.
1009,10/29/2005,2005.59,Coordinate_Operation,18281,18280,Error in false northing value.
1010,10/29/2005,2005.59,Coordinate Reference System,2171,3120,Error in dependent projection record false northing.
1011,11/23/2005,2005.101,Datum,6631,6698,Incorrect name.
1012,11/23/2005,2005.101,Coordinate Reference System,2979,3336,Incorrect base geogCRS name.
1013,11/23/2005,2005.101,Coordinate Reference System,4631,4698,Incorrect name.
1015,11/28/2005,2005.76,Coordinate Reference System,2600,3346,Incorrect CRS name.
1016,12/15/2005,2005.82,Coordinate_Operation,8646,8655,"Erroneous parameter value in remarks; duplicate tfm variant, missing tfm version."
1017,12/30/2005,2005.841,Area,1622,1818,Inappropriate description.
1018,12/30/2005,2005.841,Area,1621,,Incorrect description.
1019,1/6/2006,2005.751,Coordinate Reference System,26432,3353,Base geographic CRS deprecated.
1021,1/6/2006,2005.751,Coordinate Reference System,26432,3354,Base geographic CRS deprecated.
1022,1/6/2006,2005.751,Coordinate Reference System,4264,4704,Datum deprecated.
1023,1/6/2006,2005.751,Coordinate Reference System,4264,4705,Datum deprecated.
1024,1/6/2006,2005.751,Coordinate_Operation,1328,,Target CRS and its datum deprecated.
1025,1/6/2006,2005.751,Coordinate_Operation,1329,,Source CRS and its datum deprecated.
1026,1/6/2006,2005.751,Datum,6264,6704,Record is ambiguous in that it refers to two differing datum variations.
1027,1/6/2006,2005.751,Datum,6264,6705,Record is ambiguous in that it refers to two differing datum variations.
1028,1/30/2006,2006.1,Coordinate Reference System,7408,7415,"Horizontal component is projected, not geographical."
1029,1/30/2006,2006.13,Coordinate_Operation,15767,15833,Tfm used geographic 3D CRSs whereas EPSG dataset convention is to use geographic 2D CRS - see Guidance Note 7-1.
1030,1/30/2006,2006.13,Coordinate_Operation,15766,15832,Tfm used geographic 3D CRSs whereas EPSG dataset convention is to use geographic 2D CRS - see Guidance Note 7-1.
1031,2/3/2006,2005.87,Coordinate_Operation,1546,15846,Inappropriate source CRS.
1032,2/1/2006,2005.89,Area,1258,3210,ISO 3166 update
1033,2/7/2006,2006.13,Coordinate_Operation,1911,15751,Error in Information Source dZ parameter value.
1034,2/8/2006,2006.13,Coordinate_Operation,1925,15847,Superseding record not significantly different. Change in parameter values not explained on information source web site. OGP sees no value in promulgating two such similar versions.
1035,2/11/2006,2005.89,Area,1730,1325,Duplicates record 1325.
1036,11/23/2005,2005.101,Coordinate_Operation,1915,15850,Source CRS deprecated due to error in name.
1037,3/6/2006,2004.59,Coordinate_Operation,8496,,Step 2 deprecated.
1038,3/16/2006,2005.58,Datum,6681,6700,Name associated with incorrect ellipsoid.
1039,3/16/2006,2005.58,Datum,6681,6702,Name associated with incorrect ellipsoid.
1040,3/16/2006,2005.58,Coordinate Reference System,4681,4700,Datum deprecated - name associated with incorrect ellipsoid.
1041,3/16/2006,2005.58,Coordinate Reference System,4681,4702,Datum deprecated - name associated with incorrect ellipsoid.
1042,3/16/2006,2005.58,Coordinate Reference System,3103,3343,Base geogCRS deprecated - name associated with incorrect ellipsoid.
1043,3/16/2006,2005.58,Coordinate Reference System,3103,3367,Base geogCRS deprecated - name associated with incorrect ellipsoid.
1044,3/16/2006,2005.58,Coordinate Reference System,3104,3344,Base geogCRS deprecated - name associated with incorrect ellipsoid.
1045,3/16/2006,2005.58,Coordinate Reference System,3104,3368,Base geogCRS deprecated - name associated with incorrect ellipsoid.
1046,3/16/2006,2005.58,Coordinate Reference System,3105,3345,Base geogCRS deprecated - name associated with incorrect ellipsoid.
