CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
2005.18,4/27/2005,5/27/2005,EPSG,Check European systems,Coordinate Reference System,4668 7409,,"Corrected name of compound CRS 7409 from ""ETRS89 + EVRS2000"" to ""ETRS89 + EVRF2000"" to reflect component single CRS names. Added EuroGeographics identifier as alias to CRSs 2056 2065 2100 2169-80 2188-90 2192 2319-25 2393 2397-99 2462 2600 2942 3003-04 3021 3034-35 3038-51 3059 3301 4936-37 5701 5705 5709 5717-18 5720 5728-31 5733 5774-80 5786 21781 23028-33 27391-98 27492 27561-64 27572 27700 28992 29902 31275-76 31281-83 31370 31466-69 and transformations 1309 1314 1659 1661 1663 1751 1775-76 1778-82 1785 1895 1992 1997 5415-22 5424-29 5431 10098. For CRSs 4936-37 and 5730, added EuroGeographics URL to Information source. Added Belgium tfm 15748-49, Finland tfm 5432, Lithuania tfm 5434, Slovakia tfm 5435. For datum 5105, corrected date in origin description from 1933 to 1833. For CRS 4668 (ED79), corrected datum from ED87 (code 6231) to ED79 (code 6668)."
2005.181,5/27/2005,5/27/2005,EPSG,Correct UK height tfm.,Coordinate Operation,5423,,Deprecated tfm 5423 and added replacement 5433.
2005.19,5/20/2005,5/28/2005,Jim Cain; Cain & Barnes,Add Yap Islands data,,,,"Added area 3108, coord op method 9832, proj 15399 projCRS 3295."
2005.2,5/20/2005,5/28/2005,EPSG,Correct US NGA tfm information source,Coordinate Operation,1070 1080 1100-09 1113-21 1123-28 1130-34 1136-43 1148 1151 1157-58 1160-62 1164-66 1168-87 1189 1191 1195-99 1201-09 1226-28 1234 1284-85 1287-93 1304-07 1556 1558 1561 1797 1864-76 1893 1897 1885-88 1951 1956 1965 15713,,"For tfm 1080 1284-85 1287-93 1304-06 1558 1897 1885-88 1965, in Information Source changed URL from ""http://164.214.2.59/geospatial/products/GandG/tr83502b/toc.html"" to ""http://earth-info.nga.mil/GandG/tr8350/tr8350_2.html"". For tfm 1070 1100-09 1113-21 1123-28 1130-34 1136-43 1148 1151 1157-58 1160-62 1164-66 1168-87 1189 1191 1195-99 1201-09 1226-28 1234 1307 1556 1561 1797 1864-76 1893 1951 1956 15713, in Information Source changed date for TR8350.2 from December 1987 to September 1987. For tfm 1126 changed Information Source from ""U.S. Defense Mapping Agency  TR8350.2 September 1987"" to ""U.S. National Imagery and Mapping Agency TR8350.2 revision of October 1997; http://earth-info.nga.mil/GandG/tr8350/tr8350_2.html"""
2005.21,5/20/2005,5/27/2005,EPSG,Add US NGA names as tfm alias,Coordinate Operation,1125 1131 1155-56 1247 1256 1287-95 1306 1561 1886-87 1892 1897 1956,,"Added naming system 7313. For tfms 1125 1131 1155-56 1247 1256 1287-95 1306 1561 1886-87 1892 1897 1956, added US NGA alias. Added tfm 15750-52."
2005.22,5/20/2005,5/21/2005,EPSG,Update Sweden info source URL,Coordinate Reference System; Coordinate Operation,3006-30; 17321-38 19929,,For projCRS 3006-30 and proj 17321-38 and 19929 replaced URL with http://www.lantmateriet.se
2005.23,5/20/2005,5/21/2005,EPSG,Clarify American Samoa areas,Area; Datum; Coordinate Reference System; Coordinate Operation,1337 1580; 6169; 4169 3102; 15376,"Changes to area 1337 impact datum 6152, CRSs 4152 4956-57 2195, conversions 15526-27.","For Area 1337, added 2 main island groups and Rose island to American Samoa. Added areas 3109-10.  For proj 15376, datum 6169, geogCRS 4169, projCRS 3102 and tfm 1577 changed area code from 1027 to 3109. For projCRS 2195 changed area code from 1027 to 3110."
2005.24,5/21/2005,5/21/2005,EPSG,Deprecate redundant Michigan SP area,Area,1722,,"Deprecated area 1722. Changed proj 12103 and projCRS 26803 area code from 1722 to 1723. For proj 12103 changed remarks from ""Superseded by north, central and south zones"" to ""Superseded by central and south zones"". For proj 12103 changed remarks from ""Superseded by north, central and south zones"" to ""Superseded by north zone"". For projCRS 26801-03 changed remarks from ""Superseded by 26811 26812 and 26813."" to ""Superseded by [CRS name(s)] [CRS code(s)]. For projCRS 26811-13 changed remarks from ""Supersedes 26801 26802 and 26803."" to ""Supersedes [CRS name(s)] [CRS code(s)]."
2005.25,5/30/2005,5/30/2005,Mike Clark; Subsea7,Correct North Sea tfm.,Coordinate Operation,1043 8046 8570,Error in coefficient Bu3v0. Causes approx 30cm error in transformation result.,Deprecated tfm 1043 and added replacement 15753. Deprecated concatenated tfms 8046 and 8570 which used 1043 and replaced them with 8653 and 8654 respectively.
2005.26,5/30/2005,2/3/2006,EPSG,Add missing NGS TR8350.2 transformations.,,,,"Added areas 3181-3207, ellipsoid 7053, datums 6707-6736 and 6738-39, geogCRSs 4707-4736 and 4738-39, tfm 15794-15828 and 15842. Added supersession remarks to datum 6611, geogCRS 4611 and projCRS 2326."
2005.27,5/31/2005,5/31/2005,EPSG,v6.7 release.,,,,
2005.28,6/3/2005,9/30/2005,"Rick Burris, Openspirit.",Correct Mozambique area bounding box.,Area,,"For area table records where the information source is the ISO 3166 Maintenance Agency, EPSG dataset geographic bounding box coordinates for maritime states bound the country landmass plus contiguous maritime zones.","Multiple amendments to the area table to clean up area of use associated with CRS, datum and coordinate operation records. In some cases the area code for the CRS, datum or coordinate operation record has been changed."
2005.29,6/3/2005,6/13/2005,Oscar van Vlijmen,Correct Lambert azimuthal equal area reverse formula.,Coordinate Operation Method,9820,Corrections also made to GN7 in which equation for beta' also corrected.,For method 9820 corrected equations for C. Also simplified equation for qp.
2005.3,6/16/2005,8/18/2005,"Tony Hope, NSW Lands Dept.",Add NSW Lambert.,,,,Added projection 17364 and projCRS 3308.
2005.31,6/17/2005,6/17/2005,OGP,Correct Cameroon projCRS name.,Coordinate Reference System,2214,,Deprecated projCRS 2214; added replacement 3119.
2005.32,6/24/2005,9/23/2005,Nicolas Lesage; IGN / DGIWG,Add French Guiana data.,,,,Added projCRSs 3312-13. Amended area of interest for projCRSs 2971 and 2972.
2005.33,7/1/2005,7/1/2005,OGP,Correct Trinidad CRS area of use.,Coordinate Reference System,2314 4302 30200,,"For Trinidad geogCRS 4302 and projCRSs 2314 and 30200, changed area code from 1322 (Tobago) to 1339 (Trinidad)."
2005.34,7/5/2005,7/5/2005,Roar Nilsen; PGS,Correct California SPCS parameter.,Coordinate Reference System; Coordinate Operation,26747; 10407,,Deprecated proj 10407 and projCRS 26747. Added replacements proj 10408 and projCRS 26799.
2005.341,7/22/2005,7/22/2005,Dardo D Kleiner; US Naval Research Laboratory,Correct California SPCS parameter.,Coordinate Reference System; Coordinate Operation,26747; 10407,See change record 2005.340.,Advised correspondent.
2005.35,7/28/2005,9/29/2005,OGP,Add Ireland to area of use of ETRS89 and ETRS89 as alias to IRENET95.,Coordinate Reference System,4942 4943,,Aliases added to CRSs 4942-43.
2005.36,7/29/2005,8/3/2005,Bruno Ravanas; Total,Add Nigeria transformation.,,,,Added tfm 15755.
2005.37,8/7/2005,8/14/2005,OGP,Add further precision to Clarke's unit conversion.,Unit of Measure,9005 9037-39,,"For Unit 9005, Clarke's foot, added one further significant figure to factor b (changing 0.304797265 to 0.3047972654). Changed factor b values for Units 9037-39 accordingly. Amended remarks for ellipsoid 7007 to included amended ratio for Clarke's foot."
2005.38,8/9/2005,9/30/2005,Franck Bernard;,Add French Polynesia data.,,,,"For datums 6628 and 6629 changed name from ""Tahiti"" to ""Tahiti 52"" and ""Tahaa"" to ""Tahaa 54"" respectively, added old name as alias, added origin description, datum epoch and remarks regarding supersession, amended information source from ""IGN Paris"" to local government. For datum 6630, added origin description. For datum 6630, geog CRS 4630 and tfm 2978 changed area of use from ""Nuku Hiva"" to ""Nuku Hiva, Ua Huka and Ua Pou"" and info source from ""IGN Paris"" to local government. For CRSs 4628 and 4629 and tfms 1913 and 1924 changed name from ""Tahiti"" to ""Tahiti 52"" and ""Tahaa"" to ""Tahaa 54"" respectively, added old name as alias, added remarks regarding supersession, amended information source from ""IGN Paris"" to local government. For tfms 1913 and 1924 changed name from ""Tahiti"" to ""Tahiti 52"" and ""Tahaa"" to ""Tahaa 54"" respectively, added old name as alias. Added datums 5195-5202 and 6687-6692, CRSs 4998-99 4687-4692 3296-99,  3302-06 and 5600-5607, conversions 15568-69, tfms 15756-77."
2005.39,8/12/2005,9/9/2005,Norm Berls; GeoQuest,Improve Lambert Conic Near-Conformal reverse formula.,,9817,Old equation fails when theta = 0. GN7-2 updated.,"Changed equation for r' from ""(E –  FE) / sin(theta‘)"" to ""+/- {(E –  FE)^2 + [rO –  (N –  FN)]}^2}^0.5, taking the sign of latO""."
2005.4,8/17/2005,8/30/2005,Bernard Flaceliere; Total,Add Libya transformation.,,,,Added tfm 15778.
2005.41,8/17/2005,8/18/2005,Bernard Flaceliere; Total,Add Iran data.,,,,"Added datums 6693 and 9314, CRSs 4693 3307 and 5817, tfms 15745-47."
2005.42,8/26/2005,9/2/2005,OGP,Correct Bangladesh transformation.,Coordinate Operation,15700,,"Deprecated tfm 15700, added replacement 15779."
2005.43,8/26/2005,8/30/2005,Darren Aklestad; Schlumberger,Add DIGEST ellipsoids.,,,Geodetic items not forming part of a coordinate reference system are generally not included in the EPSG dataset.,"Correspondent advised. It is OGP policy to maintain within the EPSG dataset the definitions of (i) coordinate reference systems (CRSs), and (ii) transformations between coordinate reference systems. We include within the dataset all component items needed to support CRS and transformation definitions. Conversely, in general we do not include items that do not form part of a CRS included within the dataset. We know of many hundred ellipsoids which have been defined. Most of these have been for purely scientific purposes and never used as part of a coordinate reference system."
2005.44,8/19/2005,9/30/2005,Jim Bellenger; NGA,Add EGM84 geoid.,,,,"Added datum 5203, CRS 5798, coord operation 15781."
2005.45,8/30/2005,8/30/2005,OGP,Deprecate Venezuela incomplete records.,Coordinate Operation,1076-77,See change record 2004.184.,Deprecated duplicate tfm codes 1076 and 1077.
2005.46,9/1/2005,9/30/2005,OGP,Update obsolete url.,Various,See actions,,"For Area 2833-50, Datum 6133 6135 6162 6165-66 6170-71 6190 6194 6221 6224 6236 6251 6255 6257 6263 6295 6309 6322 6326 6663-65 6674-75; CRSs 2096-98 3032-35 3038-51 3300 4133 4162 4166 4190 4960-61 4974-75 4978 4988-89 25884 31300 31370, Coord Operation 1278-79 1304-06 1331-35 1463-64 1558 1565-66 1568 1593 1596 1701 1751 1849 1885-88 1895 1897 1965 10035 15750-52 18203-04 19938-39 19961 19985-86 19992-94 and UoM 9005 9037-39 9112-14, updated information source field entry. For CRSs 4190, 4960-61 also changed alias remarks field entry from obsolete URL to ""see information source""."
2005.47,9/12/2005,9/30/2005,OGP,Correct applicability of data to Faroe Islands.,Datum; Coordinate Reference System; Coordinate Operation,6230; 4230 23030 5730 7409; 1133,"Eliminated Faroe Islands from ED50, ED79 and ED87 usage.","For CRSs 5730 and 7409, changed area code from 1298 to 1299. For Area 1296 1633 and 2420 deleted Faroe Islands from area of use."
2005.471,9/12/2005,4/7/2006,OGP,Add Faroes data.,Area; Datum; Coordinate Reference System; Coordinate Operation,1296 1632 2420; 6230; 4230; 1133,"Changes to areas 1296, 1632 and 2420 affect datum 6230, geogCRS 4230, projCRS 23029 and tfm 1133. These reverse elimination of ED50 (but not ED79 or ED87) from Faroe Islands usage - change 2005.47 refers.","For Area codes 1296 1632 and 2420, added Faroe Islands to Area of Use. Added datum 6741, geogCRS 4741, projCRS 3374, tfm 15866."
2005.472,9/12/2005,8/4/2006,OGP,Add Faroes data.,Datum; Coordinate Reference System; Coordinate Operation,6741; 4741; 3374,,"Added datum 6753, geogCRS 4753, proj 19870 and 19877, projCRS 3144-45 and 3173. For datum 6741, geogCRS 4741 and projCRS 3374 added supersession remarks."
2005.48,5/12/2005,9/30/2005,OGP,Add Argentine CRS data.,,,,"Added datum 6694, conversions 15570-71, CRSs 4928-29 4694 22181-87 22171-77, tfm 15780. Added deprecation trail record to previously deprecated datum 6172 and CRS 4162. For datum 6190 and CRS 4190 changed code in remarks from 6172/4172 to 6694/4694."
2005.481,9/29/2005,2/6/2006,OGP,Add Argentine tfm data.,,,,Added tfms 15782 and 15845.
2005.49,9/12/2005,9/12/2005,OGP,Update info source.,Coordinate Operation,15500-69,,"For conversions 15500-67, changed info source from EPSG GN7 to GN7-2."
2005.5,9/19/2005,9/30/2005,Will Patterson; California Department of Fish and Game,Add US California Albers projection.,,,,Added proj 10420 and projCRSs 3309-11.
2005.51,9/19/2005,9/19/2005,OGP,Amend Libya tfm remarks.,Coordinate Operation,1863,,"Deleted ""Used by Saga in Mabruk blocks A and B"" from remarks field."
2005.52,9/21/2005,4/7/2006,Jaw-Fang Chen,Add CRSs for Alaska Aleutian Islands.,Area,2000 2116 2118 2133-36 2412,"Area records 2000, 2116 and 2118 used by CRSs 32601, 32659 and 32660.","For Area codes 2000, 2116 and 2118, added ""US Alaska"" to area of use. For areas 2133-36, revised north and south bounding latitudes (to include EEZ). For area 2412, in description changed ""excluding Aleutian Islands"" to ""mainland"". Added Areas 3372-75, projCRSs 3370-73, 26701-02 and 26901-02."
2005.53,9/22/2005,9/30/2005,Antonio Rotundo; National Centre for Information Technology in the Public Administration,Add Italy cadastral CRSs.,,,,Request withdrawn by correspondent.
2005.54,9/28/2005,2/2/2006,Simon Atkinson; Papuan Oil Search,Variant reference in Oman PSD93 transformations.,Coordinate Operation,8581 1439,Variant numbers are allocated within a source/target CRS pairing sequentially as data is included in the datset. No historical meaning to the transformation data should be implied from this sequence.,Advised correspondent.
2005.55,9/29/2005,9/30/2005,OGP,Update WGS 84 definition.,Datum,6326,,"For datum 6326 added reference to G1150 realisation by (i) in Origin Description replacing ""... and a further 0.2m on 29/1/1997 [WGS 84 (G873)] since when they have been retained within 10cm of the then current ITRF"" with ""... a further 0.2m on 29/1/1997 [WGS 84 (G873)] and a further 0.06m on 20/1/2002 [WGS 84 (G1150)]"", (ii) in Remarks, replacing ""... WGS 84 (G730) and WGS 84 (G873)"" with ""... WGS 84 (G730), WGS 84 (G873) and WGS 84 (G1150). Since 1997, WGS 84 has been maintained within 10cm of the then current ITRF"", and (iii) in Info Source, updated url to include G1150 addendum at http://gis-lab.info/docs/nima-tr8350.2-addendum.pdf."
2005.56,9/29/2005,9/30/2005,OGP,Correct transformation name.,Coordinate Operation,6326,,"For tfm 10084, in name changed  ""EGM"" to ""EGM96""."
2005.57,10/10/2005,10/10/2005,OGP,v6.8 release.,,,,
2005.58,10/11/2005,4/7/2006,OGP,Add Mauritania data.,Coordinate Operation,10095-97,,"Deprecated datum 6681, geogCRS 4681, projCRSs 3103-05, tfms 10095-97. Added replacement datums 6700 and 6702, CRSs 4700 4702 4924-25, 3343-45 and 3367-69, conversions 15574-75, tfms 15857-63."
2005.59,10/23/2005,11/2/2005,Maciej Sieczka; Wroclaw University,Correct Poland data.,Coordinate Reference System; Coordinate Operation; Area,2171; 18281; 1792-93.,"Corrects FN value for System 1965 zone I. Adds system 1942 (3-degree) & GUGiK-80 projCRSs. Changes base geogCRS used by System 1942 (6-degree) projCRSs from Pulkovo 1942 to Pulkovo 1942(58). For System 1942 (6-degree) and UTM, adds projCRS with cm 27E.","Deprecated proj 18281 and projCRS 2171. Added replacement proj 18280 and projCRS 3120. Added naming system 9314 and alias to projCRSs 2172-2180. Added proj 18286, projCRSs 3328-35. For areas 1792 and 1793 (used by projCRSs 2493-94 and 28403-04), deleted reference to Poland. For area 2068 (used by projCRS 32635), added Poland. For transformation 1644, added remarks ""Parameter values given to greater precision but to no better accuracy in GUGiK Technical Instruction G-2, Warsaw 2001""."
2005.6,10/26/2005,4/7/2006,Francois Boucquaert; Fugro-Topnav,Add Mauritius data.,,,,"Added datum 6699, geoCRSs 4699, projCRS 3337, tfm 15784."
2005.71,10/28/2005,11/23/2005,OGP,Correct Reunion duplicate tfm version.,Coordinate Operation,1911 15751,,Deprecated tfm 19111. For tfm 15751
2005.72,11/1/2005,11/1/2005,Bryan W. Bunch; Kentucky EPPC,Add Kentucky single zone.,,,Data already in dataset - CRS codes 3088-91. Change 2004.275 refers.,Replied to correspondent.
2005.73,11/5/2005,1/26/2006,Jim Cain; Cain & Barnes,"Change autonumber datatype for [Alias.Alias Code], [Coordinate Axis.Coordinate_Axis_Code], [Deprecation.Deprecation_ID] and [Supersession.Supersession_ID] fields.",,,,Changes made to forms and reports - no data changes.
2005.74,11/5/2005,11/10/2005,Hans Paul van Rossen; Saipem,Correct GN7 Mercator formula.,,,Database records checked - no error.,"Corrected GN 7-2  v28 of 10th November 2005, section 1.4.3, Mercator projection."
